transaction_id,customer_id,transaction_datetime,transaction_type,merchant_category,merchant_name,currency,amount,fee
T1013432,C103889,2025-07-08 09:07:58,card_spend,travel,TNB,MYR,200.29,0.76
T1013433,C102401,2022-12-30 16:49:28,card_spend,subscriptions,Shopee,MYR,9.61,0.45
T1013434,C100187,2023-04-30 15:20:55,card_spend,ecommerce,AIRASIA,THB,58.14,0.4
T1013435,C105432,2024-10-05 10:51:36,fx_spend,groceries,AEON,MYR,61.49,0.14
T1013436,C104453,2022-10-12 07:04:58,transfer_out,ride_hailing,Tesco,PHP,378.8,1.5
T1013437,C101263,2023-05-05 06:02:15,card_spend,ecommerce,TNG,USD,43.61,0.17
T1013438,C107498,2024-07-06 21:53:30,card_spend,utilities,Grab ,MYR,44.0,0.28
T1013439,C105482,2023-07-06 08:04:18,transfer_in,ride_hailing,AirAsia,PHP,724.85,0.0
T1013440,C107098,2024-09-06 04:25:52,card_spend,travel,Lazada,SGD,122.15,0.58
T1013441,C105864,2022-04-28 05:25:19,card_spend,subscriptions,Tesco,MYR,97.11,0.54
T1013442,C106418,2022-09-02 22:49:02,transfer_out,electronics,Samsung,MYR,213.84,1.3
T1013443,C100470,31/08/2022 07:28,card_spend,groceries,Lazada,MYR,157.75,0.8
T1013444,C100172,2024-05-15 04:41:34,transfer_out,utilities,AirAsia,MYR,374.1,0.06
T1013445,C103367,2023-09-18 22:13:33,card_spend,food_delivery,Tesco,MYR,154.43,0.68
T1013446,C102042,2025-03-24 13:18:07,card_spend,electronics,AirAsia,MYR,164.38,0.42
T1013447,C104072,2024-06-24 05:04:13,card_spend,ecommerce,Samsung,IDR,152.92,0.38
T1013448,C104059,2023-06-03 13:13:27,transfer_in,utilities,Lazada,MYR,113.49,
T1013449,C100082,10/08/2022 04:19,card_spend,groceries,AEON,MYR,2.71,0.56
T1013450,C104258,2024-06-26 15:16:28,card_spend,utilities,AirAsia,MYR,10.02,0.36
T1013451,C102074,01/04/2025 20:44,cash_withdrawal,utilities,Tesco,MYR,135.97,2.66
T1013452,C107258,2025-01-10 00:51:52,transfer_in,ecommerce,Maxis,SGD,448.24,0.0
T1013453,C102259,2022-12-12 01:32:42,transfer_out,food_delivery,Maxis,SGD,33.69,1.08
T1013454,C102644,2025-09-20 18:52:06,card_spend,food_delivery,Netflix,MYR,216.2,0.44
T1013455,C103631,2025-02-20 18:48:24,card_spend,subscriptions,Tesco,MYR,11.97,0.42
T1013456,C106667,02/02/2025 00:42,card_spend,food_delivery,AirAsia,PHP,53.41,0.0
T1013457,C107090,15/09/2025 04:31,card_spend,ecommerce,Shopee,IDR,4.89,0.0
T1013458,C101407,2024-09-05 15:41:40,card_spend,utilities,TNG,MYR,104.33,0.34
T1013459,C107447,2024-02-18 15:35:20,card_spend,food_delivery,Netflix,MYR,1528.02,1.0
T1013460,C105810,2022-09-07 06:12:28,cash_withdrawal,electronics,netflix,USD,242.87,1.73
T1013461,C107608,10/06/2022 01:11,card_spend,subscriptions,Lazada,USD,117.61,0.3
T1013462,C102891,18/03/2022 10:58,fx_spend,ride_hailing,Lazada,MYR,210.33,
T1013463,C103990,2023-11-08 02:47:19,transfer_out,utilities,AirAsia,MYR,16.57,1.78
T1013464,C101645,2022-08-28 12:36:14,card_spend,ride_hailing,Netflix,MYR,127.07,0.44
T1013465,C107270,2024-04-16 16:05:06,fx_spend,groceries,Lazada,VND,118.17,1.35
T1013466,C100113,2023-08-17 03:29:52,transfer_out,ride_hailing,Tesco,MYR,202.57,0.1
T1013467,C106590,08/05/2024 08:36,card_spend,electronics,AirAsia,SGD,129.52,0.07
T1013468,C100072,15/05/2025 19:51,card_spend,subscriptions,Grab,MYR,91.48,0.4
T1013469,C105949,2023-06-22 22:14:30,transfer_out,groceries,Shopee,VND,158.54,1.78
T1013470,C106794,2022-07-30 16:12:25,transfer_out,ride_hailing,AirAsia,SGD,155.91,
T1013471,C106452,2022-06-03 05:09:56,card_spend,food_delivery,Maxis,MYR,77.17,1.35
T1013472,C103864,2024-11-27 14:37:38,card_spend,utilities,Samsung,MYR,89.67,0.11
T1013473,C105543,08/03/2022 16:28,card_spend,ride_hailing,Samsung,MYR,11.45,0.74
T1013474,C105936,03/03/2022 14:46,transfer_in,electronics,Tesco,THB,405.02,0.0
T1013475,C102838,28/12/2024 18:30,card_spend,subscriptions,Samsung,MYR,69.04,0.72
T1013476,C107854,2023-12-12 02:37:12,card_spend,ride_hailing,Grab,PHP,227.23,0.09
T1013477,C100123,2022-12-15 01:18:38,card_spend,subscriptions,Tesco,MYR,131.03,0.58
T1013478,C104240,2023-06-07 05:57:03,card_spend,groceries,Maxis,SGD,86.61,0.32
T1013479,C105616,2024-07-15 17:08:39,card_spend,food_delivery,TNB,VND,132.97,0.71
T1013480,C100333,2022-02-20 10:34:53,transfer_out,travel,Samsung,MYR,298.89,1.82
T1013481,C107969,2022-04-29 16:01:48,transfer_out,food_delivery,Netflix,USD,291.41,
T1013482,C103329,2022-11-11 05:29:07,transfer_out,ecommerce,Lazada,MYR,384.72,1.46
T1013483,C105773,2022-10-12 20:21:50,transfer_in,groceries,Lazada,USD,536.05,0.0
T1013484,C101556,12/02/2025 04:56,transfer_out,utilities,Lazada,MYR,2.92,2.76
T1013485,C106093,2025-06-24 10:05:54,card_spend,ride_hailing,AirAsia,VND,21.54,0.41
T1013486,C103692,2024-09-20 07:14:38,transfer_out,travel,Shopee,MYR,76.65,1.52
T1013487,C106339,2023-07-02 02:12:15,card_spend,ecommerce, Tesco,VND,102.53,0.92
T1013488,C103839,2025-08-11 10:57:46,card_spend,electronics,AirAsia,PHP,71.58,0.15
T1013489,C105295,2023-12-18 23:19:44,transfer_out,subscriptions,Samsung,MYR,485.05,2.43
T1013490,C107170,2022-02-05 09:02:10,transfer_in,electronics,TNB,PHP,372.26,0.0
T1013491,C105911,2024-09-30 21:23:04,transfer_in,electronics,Maxis,MYR,322.48,0.0
T1013492,C106565,2025-04-01 10:10:30,card_spend,ride_hailing, Lazada,USD,23.24,0.14
T1013493,C106171,18/04/2023 13:23,card_spend,subscriptions,Tesco,MYR,1.69,0.44
T1013494,C102043,2023-03-22 21:33:50,card_spend,groceries,Samsung,IDR,79.76,0.7
T1013495,C101726,2025-05-25 04:56:52,transfer_out,electronics,Netflix,THB,124.31,0.55
T1013496,C102535,2025-08-21 15:32:56,fx_spend,travel,AEON,MYR,21.49,1.69
T1013497,C107509,2022-05-12 09:05:52,card_spend,travel,TNG,IDR,31.03,0.24
T1013498,C103709,2025-05-19 22:17:34,card_spend,utilities,Tesco,MYR,89.59,0.0
T1013499,C101800,08/02/2023 03:32,transfer_out,utilities,Netflix,MYR,71.8,2.23
T1013500,C106597,2024-03-02 21:16:10,card_spend,electronics,Lazada,SGD,194.34,0.14
T1013501,C104501,2022-08-11 12:43:55,card_spend,ecommerce,Maxis,MYR,133.16,0.33
T1013502,C102796,19/08/2022 18:00,transfer_in,food_delivery,Samsung,MYR,304.4,0.0
T1013503,C100696,2023-03-10 18:23:01,transfer_out,ecommerce,shopee,MYR,420.99,2.73
T1013504,C101066,19/03/2025 17:17,card_spend,subscriptions,Tesco,IDR,99.06,0.52
T1013505,C105758,2022-11-22 08:09:35,fx_spend,travel,grab,MYR,108.49,1.68
T1013506,C102414,2025-05-20 06:13:08,transfer_out,utilities,Grab,MYR,22.44,1.16
T1013507,C106940,2022-01-29 10:23:02,card_spend,food_delivery,Lazada,MYR,118.44,0.6
T1013508,C102059,2022-10-12 16:36:48,transfer_out,ecommerce,Shopee,MYR,716.85,1.48
T1013509,C101625,29/09/2025 21:03,cash_withdrawal,electronics,Grab,USD,290.72,2.66
T1013510,C100268,2023-06-12 03:16:08,card_spend,electronics,Shopee,SGD,55.58,0.75
T1013511,C104440,2024-08-12 13:07:07,card_spend,electronics,Maxis,MYR,15.71,0.24
T1013512,C104654,2023-05-19 17:34:08,card_spend,food_delivery,TNB,MYR,122.96,0.64
T1013513,C104200,2024-02-23 10:11:18,transfer_out,ride_hailing,Maxis,USD,220.71,1.59
T1013514,C107177,2024-03-22 04:03:15,card_spend,subscriptions,Samsung,MYR,92.28,0.14
T1013515,C103758,2024-05-16 19:48:46,card_spend,subscriptions,AEON,MYR,17.74,0.35
T1013516,C102782,2023-07-21 03:19:04,card_spend,groceries,AEON,MYR,38.55,0.33
T1013517,C104222,2025-09-29 05:06:43,card_spend,subscriptions,Tesco ,MYR,130.55,0.69
T1013518,C100265,2025-07-08 06:19:44,fx_spend,food_delivery,TNB,SGD,79.82,1.62
T1013519,C103451,2023-05-22 05:30:55,fx_spend,subscriptions,Lazada,SGD,19.21,1.64
T1013520,C102396,2023-11-21 08:04:34,card_spend,subscriptions,AirAsia,MYR,108.42,0.83
T1013521,C103574,2022-11-21 14:49:36,cash_withdrawal,electronics,Shopee,THB,233.19,2.77
T1013522,C102008,2024-07-11 17:57:43,cash_withdrawal,ecommerce,Netflix,MYR,90.66,2.01
T1013523,C107302,2025-08-07 17:51:52,transfer_in,groceries,AirAsia,MYR,172.53,0.0
T1013524,C106813,08/12/2022 22:58,card_spend,travel,TNG,MYR,25.04,1.0
T1013525,C106315,2024-07-29 16:56:39,transfer_in,food_delivery,Lazada,MYR,186.04,0.0
T1013526,C100208,2024-01-29 13:36:22,transfer_out,ecommerce,Samsung,MYR,9.88,1.41
T1013527,C107301,2023-02-20 15:44:12,transfer_out,food_delivery,Shopee,PHP,191.26,2.44
T1013528,C105968,2022-09-19 09:07:43,card_spend,food_delivery,Maxis,SGD,77.0,0.7
T1013529,C105147,2024-09-20 20:09:26,transfer_out,travel,TNG,MYR,338.84,1.9
T1013530,C102158,2023-09-12 06:54:38,transfer_out,groceries,Tesco,MYR,187.79,0.78
T1013531,C105314,2022-01-12 15:05:01,transfer_out,utilities,Grab,SGD,255.08,0.5
T1013532,C102497,2024-04-24 09:28:05,card_spend,ride_hailing,Tesco,MYR,20.21,0.26
T1013533,C102471,12/07/2023 13:29,card_spend,subscriptions,AirAsia,MYR,84.48,0.43
T1013534,C104210,2023-07-06 09:02:57,card_spend,utilities,Shopee,SGD,16.12,0.66
T1013535,C105926,11/03/2022 00:53,card_spend,subscriptions,Lazada,MYR,64.55,0.05
T1013536,C101974,2022-07-30 12:14:54,card_spend,ride_hailing,Lazada,IDR,82.44,0.37
T1013537,C106745,28/10/2024 13:36,card_spend,utilities,AirAsia,THB,37.93,0.21
T1013538,C101364,2023-09-03 22:35:51,card_spend,food_delivery,Tesco,MYR,13.14,0.46
T1013539,C104668,2022-09-02 13:54:54,card_spend,groceries,AEON,MYR,91.85,0.82
T1013540,C102546,2025-03-28 00:40:25,card_spend,groceries,Samsung,MYR,23.89,0.69
T1013541,C104327,16/07/2025 16:02,card_spend,ecommerce,Samsung,USD,88.24,0.05
T1013542,C102081,2023-08-06 02:13:08,transfer_out,electronics,Netflix,VND,128.28,1.52
T1013543,C101435,2025-05-15 23:43:44,cash_withdrawal,utilities,Grab,MYR,232.34,1.88
T1013544,C101037,2025-08-11 09:53:03,transfer_in,ecommerce,Shopee,MYR,329.15,0.0
T1013545,C100662,2024-06-30 17:23:21,card_spend,ride_hailing,Netflix,MYR,119.36,0.34
T1013546,C106645,2024-08-08 07:23:38,transfer_out,travel,AirAsia,USD,466.54,1.24
T1013547,C101426,2022-06-20 00:47:17,card_spend,travel,lazada,MYR,24.2,
T1013548,C104123,17/02/2023 23:32,cash_withdrawal,ecommerce,Tesco,MYR,18.37,
T1013549,C104769,2025-03-25 03:12:23,card_spend,food_delivery,Grab,MYR,50.59,0.84
T1013550,C101469,17/11/2024 02:06,transfer_out,travel,Netflix,MYR,235.66,0.63
T1013551,C106817,2025-04-03 16:35:09,card_spend,utilities,Shopee,MYR,10.06,0.93
T1013552,C102417,2025-07-13 23:20:15,card_spend,ecommerce,Grab,MYR,99.41,0.29
T1013553,C100996,2023-01-05 02:41:16,card_spend,travel,Maxis,IDR,61.52,0.8
T1013554,C101195,2025-08-01 21:00:14,fx_spend,utilities,Netflix ,SGD,142.12,0.74
T1013555,C106639,2025-04-16 03:38:07,transfer_in,ride_hailing,Samsung,VND,321.99,0.0
T1013556,C103710,08/05/2023 06:34,cash_withdrawal,ecommerce,TNG,MYR,426.25,2.18
T1013557,C100958,2022-12-05 05:24:11,card_spend,travel,Lazada,MYR,84.39,0.26
T1013558,C103870,2025-05-11 14:04:13,card_spend,groceries,AirAsia,SGD,92.29,0.14
T1013559,C104064,2024-06-06 21:05:56,transfer_out,groceries,Samsung,SGD,623.27,1.44
T1013560,C106679,2025-06-25 10:24:05,transfer_out,ecommerce,TNB,USD,207.4,1.78
T1013561,C101847,2023-07-15 09:11:46,card_spend,utilities, Netflix,VND,8.19,0.57
T1013562,C100109,2024-07-13 18:16:35,card_spend,ecommerce,Tesco,MYR,56.8,0.38
T1013563,C105694,2025-06-01 02:15:48,card_spend,groceries,TNB,IDR,72.2,0.62
T1013564,C102539,2023-05-10 21:27:21,card_spend,utilities,Maxis,SGD,30.24,0.48
T1013565,C107262,2023-09-25 15:18:35,card_spend,ride_hailing,AirAsia,MYR,132.69,0.22
T1013566,C101433,24/07/2024 07:02,cash_withdrawal,travel,Lazada,MYR,291.88,0.9
T1013567,C101817,29/07/2025 14:16,card_spend,food_delivery,Tesco,MYR,118.59,0.72
T1013568,C103626,2022-07-08 23:37:30,card_spend,ecommerce,TNG,VND,137.0,0.0
T1013569,C106725,24/12/2023 05:17,transfer_out,groceries,Maxis,SGD,481.81,1.07
T1013570,C105636,2022-09-09 02:00:37,card_spend,groceries,Netflix,MYR,98.83,0.94
T1013571,C100545,2022-01-23 14:35:32,fx_spend,electronics,Netflix,MYR,294.99,0.29
T1013572,C104006,2024-01-03 01:13:11,card_spend,subscriptions,Samsung,MYR,51.42,0.33
T1013573,C102547,2022-04-06 15:25:52,card_spend,electronics,Samsung,PHP,60.31,0.12
T1013574,C105479,20/01/2023 03:22,card_spend,groceries,Samsung,USD,130.57,0.57
T1013575,C102591,2023-11-08 08:02:46,transfer_out,food_delivery,Grab,USD,546.75,0.77
T1013576,C102948,2024-12-26 22:36:11,card_spend,groceries,Grab,MYR,38.66,
T1013577,C105705,25/01/2024 20:13,fx_spend,groceries,Maxis,PHP,246.61,1.21
T1013578,C104277,2024-08-18 11:38:40,card_spend,groceries,TNB,IDR,29.7,0.82
T1013579,C100177,2024-05-15 15:03:14,transfer_out,groceries,Netflix,MYR,421.95,1.27
T1013580,C104569,2025-06-30 02:35:17,card_spend,subscriptions,AirAsia,MYR,13.45,0.22
T1013581,C101600,03/05/2025 20:05,transfer_in,ecommerce,TNB,SGD,252.79,0.0
T1013582,C102522,2024-02-22 07:46:55,card_spend,ecommerce,Grab,MYR,63.39,0.5
T1013583,C100351,2024-07-20 23:37:17,card_spend,ecommerce,Samsung,MYR,57.14,0.51
T1013584,C103372,2025-04-29 18:53:36,transfer_out,electronics,Grab,MYR,404.95,2.23
T1013585,C102303,13/11/2022 01:30,card_spend,electronics,Grab,USD,36.32,0.1
T1013586,C103219,07/01/2024 16:10,card_spend,food_delivery,Lazada,MYR,119.6,0.62
T1013587,C102552,2022-10-29 00:48:27,transfer_out,ride_hailing,TNG,MYR,502.44,1.87
T1013588,C106161,28/08/2023 01:51,fx_spend,ecommerce,TNG,PHP,126.03,1.31
T1013589,C104025,2022-12-08 21:58:03,card_spend,ride_hailing,Grab,MYR,130.28,1.01
T1013590,C104813,24/06/2025 01:02,transfer_out,travel,TNG,SGD,495.33,1.78
T1013591,C101022,2022-03-16 14:14:29,transfer_in,groceries,Tesco,MYR,266.61,0.0
T1013592,C104348,2022-05-30 10:28:22,card_spend,groceries,Maxis,MYR,83.3,0.52
T1013593,C107868,2023-06-21 01:49:27,card_spend,groceries,Grab,MYR,119.33,1.0
T1013594,C104407,2024-10-10 00:52:38,transfer_in,groceries,Shopee,SGD,508.81,0.0
T1013595,C107388,12/10/2022 14:26,fx_spend,utilities,AEON,MYR,126.53,0.04
T1013596,C102250,2024-01-03 19:19:35,card_spend,ecommerce,AirAsia,MYR,18.27,0.0
T1013597,C106769,2024-01-21 20:06:57,card_spend,utilities,AEON,MYR,40.48,
T1013598,C100622,2022-11-09 01:44:43,transfer_out,groceries,Lazada,MYR,271.56,2.05
T1013599,C101285,2023-12-29 05:12:02,fx_spend,travel,Grab,MYR,243.39,0.83
T1013600,C100606,16/03/2023 12:37,card_spend,food_delivery,TNB,MYR,67.26,0.0
T1013601,C107530,2025-01-19 17:42:32,card_spend,electronics,Samsung,MYR,131.44,0.2
T1013602,C102280,2024-04-22 11:10:59,card_spend,ride_hailing,Lazada,MYR,134.91,0.67
T1013603,C106250,2025-05-16 01:42:51,transfer_out,ecommerce,Maxis,THB,208.93,2.32
T1013604,C104784,2022-05-25 12:10:10,card_spend,subscriptions,Samsung,VND,5.27,0.12
T1013605,C105919,2022-07-10 22:45:14,card_spend,electronics,TNG,SGD,61.26,0.07
T1013606,C103683,2024-04-05 17:12:44,transfer_out,groceries,Maxis,MYR,474.17,1.06
T1013607,C100192,2023-04-13 08:02:29,card_spend,utilities,Grab,MYR,65.16,
T1013608,C106179,04/03/2023 05:33,card_spend,ecommerce,Lazada,SGD,182.02,0.58
T1013609,C103556,28/04/2024 14:13,transfer_out,subscriptions,Samsung,MYR,198.96,1.56
T1013610,C103317,08/02/2024 03:51,card_spend,groceries,AEON,VND,30.86,0.93
T1013611,C104291,2024-04-09 10:13:23,card_spend,subscriptions,Tesco,SGD,80.6,0.23
T1013612,C100315,19/06/2024 17:27,card_spend,ecommerce,Grab,SGD,19.48,1.29
T1013613,C107944,2025-08-16 05:08:05,transfer_out,food_delivery,AEON,SGD,344.11,1.86
T1013614,C105402,2022-01-27 04:50:04,card_spend,groceries,Netflix,MYR,17.31,0.31
T1013615,C104667,2023-07-10 03:35:12,card_spend,subscriptions,Shopee,MYR,77.07,0.79
T1013616,C101822,22/08/2022 05:35,transfer_out,ecommerce,Netflix,MYR,150.8,0.74
T1013617,C102029,2024-06-11 09:01:59,fx_spend,food_delivery,Maxis,IDR,151.03,0.29
T1013618,C106030,2022-06-06 13:59:45,card_spend,utilities,Samsung,MYR,142.63,0.5
T1013619,C103828,2024-04-23 00:42:14,card_spend,ride_hailing,AEON,MYR,54.26,0.29
T1013620,C104908,2025-08-12 09:22:28,card_spend,subscriptions,Maxis,USD,89.2,0.52
T1013621,C105166,2023-03-18 10:06:21,card_spend,utilities,AEON,VND,62.96,0.28
T1013622,C101757,2023-03-26 14:39:06,card_spend,food_delivery,Lazada,SGD,100.06,0.49
T1013623,C100071,2022-03-19 23:13:01,transfer_in,groceries,Maxis,VND,470.45,0.0
T1013624,C106027,03/06/2024 05:39,card_spend,ecommerce,AirAsia,MYR,70.6,0.02
T1013625,C104346,2022-02-05 03:41:13,card_spend,ecommerce,AEON,MYR,88.52,0.1
T1013626,C101851,05/04/2022 19:39,card_spend,food_delivery,TNG,MYR,16.7,1.05
T1013627,C102135,2025-08-13 13:36:02,transfer_out,groceries,Maxis,VND,280.71,2.34
T1013628,C102461,2022-09-18 21:47:47,card_spend,groceries,TNB,MYR,53.3,0.0
T1013629,C104498,16/06/2023 09:39,card_spend,ecommerce,Maxis,IDR,140.61,0.51
T1013630,C103478,2025-06-04 02:53:21,fx_spend,groceries,AEON,SGD,237.4,1.45
T1013631,C104983,2023-05-15 10:29:20,cash_withdrawal,food_delivery,Tesco,IDR,210.13,2.09
T1013632,C104302,2024-03-12 10:17:00,fx_spend,groceries,AirAsia,MYR,6.06,1.04
T1013633,C107275,11/12/2023 19:05,card_spend,subscriptions,Netflix,MYR,101.17,0.48
T1013634,C106222,2024-03-04 01:09:31,card_spend,food_delivery,Maxis,SGD,58.63,0.57
T1013635,C105377,2022-08-25 22:46:26,card_spend,ride_hailing,Samsung,MYR,63.06,0.57
T1013636,C102845,2023-05-19 08:50:31,card_spend,electronics,Grab ,USD,145.48,0.73
T1013637,C102336,2025-09-08 22:56:02,transfer_out,groceries,Maxis,IDR,369.05,1.88
T1013638,C100172,2023-12-22 00:58:31,card_spend,subscriptions,Tesco,MYR,169.33,0.74
T1013639,C107449,06/11/2022 05:30,transfer_out,ecommerce,Lazada,VND,125.52,2.01
T1013640,C105167,2022-06-19 22:11:11,fx_spend,ecommerce,AEON,MYR,134.76,1.22
T1013641,C101672,2022-11-26 00:10:18,card_spend,travel,TNB,MYR,36.9,0.4
T1013642,C106722,2022-02-04 12:34:35,fx_spend,food_delivery,Netflix,VND,244.79,0.7
T1013643,C105249,2022-10-06 09:37:17,transfer_out,subscriptions,TNG,SGD,173.45,1.75
T1013644,C107080,2022-09-01 03:42:18,fx_spend,food_delivery,Lazada,MYR,42.22,0.15
T1013645,C103787,2025-09-06 00:18:02,card_spend,travel,Maxis,THB,49.24,0.65
T1013646,C106936,2025-06-12 12:27:27,transfer_out,ride_hailing,AEON,MYR,477.24,1.17
T1013647,C106186,18/02/2022 10:44,fx_spend,travel,Maxis,MYR,47.96,0.59
T1013648,C105318,2022-12-26 17:08:48,fx_spend,ride_hailing,Grab,VND,135.45,1.45
T1013649,C102837,05/12/2023 07:01,card_spend,groceries,TNG,SGD,76.39,0.59
T1013650,C102124,2025-03-26 02:54:33,card_spend,electronics,AEON,MYR,,0.52
T1013651,C102126,2025-07-10 19:18:33,card_spend,electronics,AirAsia,MYR,33.99,0.04
T1013652,C102426,2023-01-17 22:18:21,card_spend,food_delivery,Maxis,USD,106.07,0.23
T1013653,C106850,2024-09-05 04:53:38,transfer_out,utilities,Grab,THB,82.78,1.11
T1013654,C100413,22/06/2023 18:12,transfer_out,utilities,Netflix,MYR,283.15,0.95
T1013655,C103707,2023-04-14 08:03:27,card_spend,ecommerce,Shopee,MYR,94.54,0.13
T1013656,C101949,2022-03-07 11:48:55,card_spend,travel,Samsung,MYR,83.07,0.36
T1013657,C101313,24/08/2025 22:09,card_spend,ride_hailing,Shopee,MYR,39.16,0.42
T1013658,C100985,2025-04-29 07:54:37,transfer_out,food_delivery,Tesco,THB,617.78,1.92
T1013659,C104411,2023-07-22 17:16:20,card_spend,subscriptions,TNB,MYR,62.97,0.66
T1013660,C100387,2024-09-21 08:59:34,card_spend,ecommerce,Lazada,MYR,117.43,1.01
T1013661,C105467,28/12/2022 14:53,transfer_out,ecommerce,TNG,MYR,129.77,2.25
T1013662,C106912,2022-11-09 05:38:38,fx_spend,electronics,Maxis,MYR,298.91,1.43
T1013663,C100014,02/12/2024 03:21,transfer_out,ride_hailing,Samsung,VND,389.49,1.52
T1013664,C103712,2024-11-23 19:15:56,card_spend,utilities,Shopee,SGD,20.91,0.51
T1013665,C106726,28/01/2023 15:29,cash_withdrawal,subscriptions,Maxis,MYR,113.17,2.36
T1013666,C104357,2025-04-23 06:09:12,transfer_out,ecommerce,Samsung,MYR,199.81,2.96
T1013667,C105981,2025-05-17 02:13:37,card_spend,subscriptions,Tesco,MYR,108.65,0.43
T1013668,C101875,2022-01-01 06:23:25,card_spend,ecommerce,Shopee,VND,7.06,0.18
T1013669,C106988,2025-05-31 10:31:31,transfer_in,ride_hailing,TNB,MYR,706.49,0.0
T1013670,C104768,2022-05-30 00:21:10,transfer_out,subscriptions,AirAsia,MYR,435.36,1.01
T1013671,C107053,2023-10-11 14:50:57,card_spend,travel,shopee,MYR,178.27,0.74
T1013672,C104361,2023-03-08 14:36:35,transfer_in,subscriptions,AirAsia,THB,7876.34,
T1013673,C106953,2025-05-20 15:47:02,card_spend,utilities,Netflix,MYR,124.11,0.86
T1013674,C102561,24/07/2025 11:36,card_spend,electronics,AEON,MYR,75.79,0.42
T1013675,C100088,2024-11-30 00:48:36,card_spend,electronics,Lazada,MYR,62.28,0.92
T1013676,C107040,16/12/2023 19:46,card_spend,food_delivery,Lazada,MYR,78.29,0.0
T1013677,C107709,2024-04-23 16:17:16,card_spend,ecommerce,Tesco,USD,40.33,0.53
T1013678,C107382,2025-02-14 15:36:38,card_spend,groceries,Grab,MYR,206.87,0.71
T1013679,C103165,2023-07-16 00:21:25,transfer_out,ecommerce,Shopee,MYR,183.47,0.84
T1013680,C100891,28/10/2024 23:12,card_spend,travel,Grab,USD,46.15,0.8
T1013681,C103213,2022-04-05 10:27:47,transfer_out,subscriptions,Grab,MYR,305.34,2.05
T1013682,C103638,27/06/2025 22:43,card_spend,ride_hailing,AirAsia,IDR,148.2,0.45
T1013683,C101586,2025-01-08 12:33:48,transfer_out,subscriptions,Samsung,MYR,158.5,0.89
T1013684,C105835,09/10/2023 18:35,fx_spend,ecommerce,TNG,MYR,161.29,1.23
T1013685,C102076,2022-02-18 15:57:58,card_spend,subscriptions,Lazada,MYR,39.72,0.24
T1013686,C100096,2024-08-27 22:30:39,transfer_out,electronics,Samsung,MYR,102.36,1.07
T1013687,C103351,2025-01-24 02:51:38,card_spend,subscriptions,Grab,MYR,86.63,0.05
T1013688,C107813,22/12/2022 10:07,card_spend,utilities,Netflix,MYR,26.81,0.34
T1013689,C101777,2022-11-04 13:33:03,transfer_out,groceries,Samsung,MYR,358.06,1.3
T1013690,C100279,2024-02-15 22:20:31,transfer_out,groceries,AEON,MYR,227.94,1.67
T1013691,C100267,2022-04-18 06:52:00,card_spend,electronics,shopee,PHP,43.41,0.55
T1013692,C106825,2024-08-21 17:39:52,card_spend,travel,Netflix,USD,103.62,0.0
T1013693,C106898,2024-04-12 21:24:00,card_spend,electronics,AirAsia,MYR,107.0,1.0
T1013694,C105646,2023-08-15 02:26:55,card_spend,travel,AirAsia,MYR,24.26,0.65
T1013695,C107319,2023-07-03 11:35:03,fx_spend,subscriptions,Netflix,PHP,263.24,1.06
T1013696,C103804,2024-02-25 16:27:11,card_spend,groceries,AirAsia,MYR,72.37,0.45
T1013697,C106016,2023-05-12 08:54:48,card_spend,groceries,Netflix,MYR,156.89,0.62
T1013698,C103644,2022-04-21 05:09:20,cash_withdrawal,subscriptions,TNG,USD,300.04,1.54
T1013699,C100929,2022-02-02 20:09:24,card_spend,groceries,Maxis,MYR,86.13,0.56
T1013700,C102194,2022-07-22 21:53:15,fx_spend,subscriptions,Lazada,USD,55.54,1.32
T1013701,C106311,2025-01-07 23:57:19,card_spend,ecommerce,AirAsia,MYR,0.31,0.49
T1013702,C104750,16/12/2024 08:55,card_spend,subscriptions,Lazada,MYR,142.54,0.69
T1013703,C102792,2025-03-04 05:45:50,cash_withdrawal,food_delivery,Grab,MYR,110.45,1.94
T1013704,C103699,19/04/2022 02:50,card_spend,groceries,Tesco,IDR,106.43,0.0
T1013705,C103297,2025-06-17 11:51:36,card_spend,travel,Samsung,USD,26.71,
T1013706,C105432,12/02/2025 16:42,card_spend,subscriptions,TNG,MYR,90.11,0.77
T1013707,C104027,2023-03-25 18:31:13,card_spend,electronics,Tesco,MYR,137.82,0.63
T1013708,C103049,15/09/2023 11:15,transfer_out,groceries,Lazada,MYR,80.7,1.79
T1013709,C103342,17/05/2023 03:09,card_spend,utilities,grab,PHP,101.16,0.35
T1013710,C100431,2023-02-09 03:46:59,card_spend,travel,Netflix,IDR,141.72,0.32
T1013711,C103985,15/04/2024 05:13,card_spend,utilities,Shopee,THB,7.34,0.2
T1013712,C102712,13/06/2022 18:56,card_spend,groceries,TNB,MYR,121.53,0.05
T1013713,C105328,2024-05-25 23:11:45,card_spend,ride_hailing,Netflix,MYR,106.84,0.58
T1013714,C104794,2025-06-09 23:19:38,card_spend,utilities,Tesco,MYR,57.16,
T1013715,C103026,2025-04-05 00:33:15,card_spend,subscriptions,AirAsia,MYR,183.66,0.9
T1013716,C103619,2024-11-02 20:03:21,transfer_out,groceries,Samsung,THB,121.74,0.31
T1013717,C107067,2022-11-16 09:51:58,transfer_out,travel,Maxis,MYR,280.79,1.72
T1013718,C106871,2022-09-27 08:54:07,card_spend,ride_hailing,Shopee,VND,48.26,0.03
