loan_id,customer_id,start_date,principal,interest_rate_annual,term_months,status,delinquency_bucket,npl_flag
L502692,C107155,03/10/2022,500.0,0.085,6,current,0-30,0
L502693,C103173,2022-12-15,500.0,0.167,12,paid_off,0-30,0
L502694,C106083,2024-03-23,500.0,0.13,36,current,0-30,0
L502695,C101346,2024-10-13,500.0,0.082,48,delinquent,31-60,0
L502696,C102014,2024-10-12,500.0,0.126,12,paid_off,0-30,0
L502697,C105553,06/07/2024,500.0,0.144,18,paid_off,0-30,0
L502698,C102192,2023-06-10,500.0,0.1,6,paid_off,0-30,0
L502699,C100962,30/03/2023,500.0,0.093,36,current,0-30,0
L502700,C102526,2022-09-15,500.0,0.103,6,paid_off,0-30,0
L502701,C100175,2024-04-26,500.0,0.116,18,paid_off,0-30,0
L502702,C107805,18/11/2023,500.0,0.122,12,current,0-30,0
L502703,C102387,2023-05-24,500.0,0.102,48,delinquent,31-60,0
L502704,C104005,2025-03-08,500.0,0.149,18,current,0-30,0
L502705,C106542,2024-02-20,500.0,0.127,24,delinquent,31-60,0
L502706,C104764,2022-08-07,500.0,0.123,6,current,0-30,0
L502707,C107957,2024-06-04,500.0,0.115,12,PAID_OFF,0-30,0
L502708,C101969,2025-02-18,500.0,0.108,18,paid_off,0-30,0
L502709,C104944,05/09/2025,500.0,0.104,6,current,0-30,0
L502710,C100983,2023-01-18,500.0,0.124,6,current,0-30,0
L502711,C105356,2025-02-18,500.0,0.179,48,paid_off,0-30,0
L502712,C101625,30/01/2022,193773.26,0.113,24,current,31-60,0
L502713,C102967,2025-07-23,500.0,0.18,24,current,0-30,0
L502714,C106733,2024-11-29,500.0,0.088,18,paid_off,0-30,0
L502715,C107180,2025-06-10,500.0,0.096,24,current,0-30,0
L502716,C105572,2025-07-06,500.0,0.106,24,current,0-30,0
L502717,C103556,2024-12-11,500.0,0.092,36,current,0-30,0
L502718,C104493,2023-03-25,500.0,0.108,12,paid_off,0-30,0
L502719,,12/12/2024,500.0,0.117,18,current,0-30,0
L502720,C104863,21/08/2022,500.0,0.165,6,current,0-30,0
L502721,C107397,2025-04-04,500.0,0.094,18,paid_off,0-30,0
L502722,C104640,2024-09-27,500.0,0.119,12,paid_off,0-30,0
L502723,C104635,2022-02-21,500.0,0.209,18,current,0-30,0
L502724,C100469,2024-02-13,500.0,0.093,12,paid_off,0-30,0
L502725,C105012,2024-12-30,500.0,0.145,18,current,0-30,0
L502726,C107332,05/05/2022,500.0,0.196,12,delinquent,61-90,1
L502727,C105671,2022-01-19,500.0,0.116,6,current,0-30,0
L502728,C100439,2023-01-19,500.0,0.091,12,current, 0-30,0
L502729,C107421,2022-07-08,500.0,0.099,12,current,0-30,0
L502730,C103956,26/02/2023,500.0,0.11,18,paid_off,0-30,0
L502731,C100677,2022-08-27,500.0,0.098,36,paid_off,0-30,0
L502732,C104042,2022-07-13,500.0,0.1,36,default,>90,1
L502733,C104861,2022-02-21,500.0,0.125,36,delinquent,31-60,0
L502734,C100330,2023-08-19,500.0,0.122,24,paid_off,0-30,0
L502735,C106639,23/06/2023,500.0,0.102,18,current, 0-30,0
L502736,C105767,2022-12-09,500.0,0.134,12,current,0-30,0
L502737,C107409,2025-04-17,500.0,0.164,36,current,0-30,0
L502738,C103509,27/08/2024,500.0,0.126,6,delinquent,31-60,0
L502739,C105762,20/02/2022,500.0,0.083,12,delinquent,61-90,1
L502740,C103351,2022-12-25,500.0,0.047,18,current,0-30,0
L502741,C106702,14/07/2024,500.0,0.105,12,paid_off,0-30,0
L502742,C107740,01/05/2022,500.0,0.111,6,paid_off,0-30,0
L502743,C101702,20/05/2023,500.0,,18,delinquent,31-60,0
L502744,C105073,21/07/2024,500.0,0.185,12,current,0-30,0
L502745,C105500,2023-05-26,500.0,0.137,36,current,0-30,0
L502746,C103871,19/08/2024,500.0,0.124,48,paid_off,0-30,0
L502747,C106943,2023-09-22,500.0,0.123,12,current,0-30,0
L502748,C102888,2025-07-12,500.0,0.134,18,current,31-60,0
L502749,C107443,2022-03-24,500.0,0.102,24,paid_off,0-30,0
L502750,C106718,2024-09-19,500.0,0.07,12,current,0-30 ,0
L502751,C100262,2023-01-08,500.0,0.142,12,delinquent,31-60,0
L502752,C103006,31/03/2025,500.0,0.098,12,current,0-30,0
L502753,C103799,2024-04-17,500.0,0.123,24,current,0-30,0
L502754,C102705,16/03/2023,500.0,0.152,12,paid_off ,0-30,0
L502755,C106054,2023-03-25,500.0,0.101,12,default,>90,1
L502756,C107113,2023-06-29,500.0,0.124,12,default,>90,1
L502757,C102143,2024-02-01,500.0,0.089,24,current,0-30,0
L502758,C106089,2024-10-23,500.0,0.151,12,current,0-30,0
L502759,C106882,2022-03-01,500.0,0.083,12,current,0-30,0
L502760,C102306,15/09/2025,500.0,0.084,24,current,31-60,0
L502761,C100045,2025-07-30,500.0,0.157,18,current,0-30,0
L502762,C104089,2025-01-03,500.0,0.13,36,paid_off,0-30,0
L502763,C102615,2023-05-02,500.0,0.097,12,current,0-30,0
L502764,C100764,2023-05-02,500.0,0.119,24,paid_off,0-30,0
L502765,C101393,2024-04-02,500.0,0.147,18,paid_off,0-30,0
L502766,C102422,24/10/2024,500.0,0.129,24,current,0-30,0
L502767,C107641,2024-08-17,500.0,0.156,24,current,0-30,0
L502768,C100616,2025-02-20,500.0,0.097,36,current,0-30,0
L502769,C105535,2024-09-07,500.0,0.148,24,current,0-30,0
L502770,C100335,2023-01-14,500.0,0.108,12,current,0-30,0
L502771,C102953,2025-03-08,500.0,0.137,24,paid_off,0-30,0
L502772,C105322,01/07/2023,500.0,0.071,12,current,0-30,0
L502773,C104244,2022-04-26,500.0,0.112,12,current,31-60,0
L502774,C102617,2023-11-03,500.0,0.173,12,current,0-30,0
L502775,C102438,2023-12-19,500.0,0.096,18,current,0-30,0
L502776,C104941,2023-06-18,500.0,0.102,36,current,0-30,0
L502777,C106897,2022-01-30,500.0,0.161,12,delinquent,61-90,1
L502778,C107673,2022-03-17,500.0,0.093,12,current,0-30,0
L502779,C100517,2023-03-20,500.0,0.13,24,current,0-30,0
L502780,C103226,2023-07-06,500.0,0.169,24,current,0-30,0
L502781,C100288,2023-09-27,500.0,0.087,36,current,31-60,0
L502782,C101784,2022-05-11,500.0,0.066,6,paid_off,0-30,0
L502783,C105212,2023-08-13,656.44,0.085,24,paid_off,0-30,0
L502784,C101209,2025-09-28,500.0,0.115,18,current,0-30,0
L502785,C107865,2023-08-07,500.0,0.148,24,current,0-30,0
L502786,C106082,2023-03-09,500.0,0.143,6,paid_off,0-30,0
L502787,C107621,2024-05-12,500.0,0.162,12,PAID_OFF,0-30,0
L502788,C100523,2023-12-17,500.0,0.113,24,current,0-30,0
L502789,C103705,2022-11-25,500.0,0.144,12,current,0-30,0
L502790,C105892,2024-11-27,500.0,0.091,24,current,0-30,0
L502791,C100037,2023-02-22,500.0,0.13,6,paid_off,0-30,0
L502792,C106612,2025-02-25,500.0,0.148,24,current,0-30,0
L502793,C102200,2022-12-06,500.0,0.101,18,current,0-30,0
L502794,C104668,2022-07-30,500.0,0.087,36,current,0-30,0
L502795,C103272,2024-11-09,500.0,0.15,48,current,0-30,0
L502796,C104376,2025-05-21,500.0,0.094,6,current,0-30,0
L502797,C102034,2023-04-06,500.0,0.082,18,current,31-60,0
L502798,C107576,2024-07-26,500.0,0.086,12,paid_off,0-30,0
L502799,C106703,2022-10-09,500.0,0.155,12,current,0-30,0
L502800,C100361,2025-01-17,500.0,0.129,48,CURRENT,0-30,0
L502801,C103241,2025-06-12,500.0,0.086,24,current,0-30,0
L502802,C103845,2023-01-20,500.0,0.135,18,current,0-30,0
L502803,C104555,2024-04-21,500.0,0.05,6,current,0-30,0
L502804,C104660,2024-03-15,500.0,0.133,12,current,0-30,0
L502805,C100429,10/09/2025,500.0,0.145,36,paid_off,0-30,0
L502806,C104815,15/07/2025,500.0,0.138,6,current,0-30,0
L502807,C106316,16/10/2024,500.0,0.078,12,current ,0-30,0
L502808,C106645,2025-02-17,500.0,0.174,12,current,0-30,0
L502809,C102233,2024-07-20,500.0,0.133,48,delinquent,31-60,0
L502810,C103134,14/09/2022,500.0,0.083,18,paid_off,0-30,0
L502811,C104214,2025-09-15,500.0,0.11,12,current,0-30,0
L502812,C106293,2023-07-11,500.0,0.141,12,current,0-30,0
L502813,C107721,2022-01-22,500.0,0.154,24,current,0-30,0
L502814,C100411,2025-03-01,500.0,0.177,12,default,charge-off,1
L502815,C101276,2022-01-30,500.0,0.119,48,delinquent,61-90,1
L502816,C106274,19/12/2024,500.0,0.116,24,current,0-30,0
L502817,C102483,2022-01-16,500.0,0.118,36, current,0-30,0
L502818,C106224,2025-09-05,500.0,0.101,18,current,31-60,0
L502819,C104517,2022-01-16,500.0,0.118,18,current,0-30,0
L502820,C103428,2023-04-15,500.0,0.146,36,current,31-60,0
L502821,C100998,2023-09-28,500.0,0.082,12,current,0-30,0
L502822,C106778,2022-11-28,500.0,0.155,18,paid_off,0-30,0
L502823,C100195,2023-09-29,500.0,0.108,24,current,0-30,0
L502824,C104384,2024-12-05,500.0,0.166,12,paid_off,0-30,0
L502825,C107257,27/12/2023,500.0,0.11,18,current,0-30,0
L502826,C106928,2022-05-03,500.0,0.099,48,paid_off,0-30,0
L502827,C102538,2024-12-03,500.0,0.133,24,delinquent,61-90,1
L502828,C100873,2023-03-01,500.0,0.1,12,paid_off ,0-30,0
L502829,C103002,2023-06-10,500.0,0.15,12,paid_off,0-30,0
L502830,C100746,2025-08-25,500.0,0.133,48,paid_off,0-30,0
L502831,C103237,2024-10-10,500.0,0.126,6,delinquent,61-90,1
L502832,C104688,2025-06-20,500.0,0.15,12,paid_off,0-30 ,0
L502833,C107502,10/02/2024,500.0,0.062,6,current,0-30,0
L502834,C102794,2024-03-01,500.0,0.179,36,current,0-30,0
L502835,C107432,2024-09-04,500.0,0.091,24,delinquent,61-90 ,1
L502836,C107599,2024-06-17,500.0,0.072,6,current,0-30,0
L502837,C101072,10/09/2023,500.0,0.099,36,current,0-30,0
L502838,C106500,2022-12-21,500.0,0.113,12,paid_off,0-30,0
L502839,C102516,2022-09-06,500.0,,12,delinquent,31-60,0
L502840,C104687,2025-07-27,500.0,0.109,12,default,>90,1
L502841,C104367,2022-03-19,500.0,0.094,6,current,0-30,0
L502842,C102548,2023-10-25,500.0,0.085,24,current,0-30,0
L502843,C106025,2023-12-12,500.0,0.102,36,current,0-30,0
L502844,C103365,2024-01-15,500.0,0.112,18,current,0-30,0
L502845,C100427,2022-06-01,500.0,0.167,12,current,0-30,0
L502846,C105263,2023-07-16,500.0,0.14,36,current,0-30,0
L502847,C101563,2022-02-01,500.0,0.128,18,paid_off,0-30,0
L502848,C100182,2023-03-02,500.0,0.128,12,current,0-30,0
L502849,C107189,23/04/2025,500.0,0.133,36,paid_off,0-30,0
L502850,C104385,2022-04-30,500.0,,12,current,0-30,0
L502851,C104404,11/10/2023,500.0,0.111,24,current,0-30,0
L502852,C100723,2025-01-11,500.0,0.157,36,default,charge-off,1
L502853,C105108,2022-07-31,500.0,0.132,24,current,0-30,0
L502854,C100312,2023-09-08,500.0,0.094,24,delinquent,31-60,0
L502855,C100527,2024-07-30,500.0,0.096,36,current,0-30,0
L502856,C106395,2022-07-18,500.0,0.091,36,current,0-30,0
L502857,C100308,2022-09-16,500.0,0.158,48,current,0-30,0
L502858,C102606,08/09/2022,500.0,,18,paid_off,0-30,0
L502859,C107315,2025-01-13,500.0,0.093,24,current,0-30,0
L502860,C105630,2023-05-11,500.0,0.09,12,current,0-30,0
L502861,C101176,2023-05-22,500.0,0.11,12,delinquent,31-60,0
L502862,C102202,20/10/2022,500.0,0.194,12,current,31-60,0
L502863,C101676,2025-05-28,500.0,0.112,18,current,0-30,0
L502864,C107761,2024-08-05,500.0,0.138,12,current,0-30,0
L502865,C106195,2024-03-10,500.0,0.148,24,current ,31-60,0
L502866,C105441,14/12/2022,500.0,0.077,12,current,0-30,0
L502867,C106523,14/09/2025,500.0,0.085,6,paid_off,0-30,0
L502868,C104990,2022-04-12,500.0,0.114,12,paid_off,0-30,0
L502869,C101036,2024-11-12,500.0,0.083,12, delinquent,31-60,0
L502870,C102887,2025-05-30,500.0,0.078,12,delinquent,31-60,0
L502871,C106429,2023-06-30,500.0,0.145,12,default,>90,1
L502872,C107222,2022-01-13,500.0,0.173,12,paid_off,0-30,0
L502873,C107555,2022-03-06,500.0,0.102,24,paid_off,0-30,0
L502874,C107045,30/12/2023,500.0,0.12,12,delinquent,31-60,0
L502875,C103735,2025-03-25,500.0,0.07,12,current,0-30,0
L502876,C102598,2024-09-05,500.0,0.092,6,current,0-30,0
L502877,C107240,2024-01-03,500.0,0.079,12,current,0-30,0
L502878,C104447,2024-12-30,500.0,0.111,18,paid_off,0-30,0
L502879,C106332,2024-12-11,500.0,0.124,18,CURRENT,0-30,0
L502880,C107707,2025-02-07,500.0,0.109,12,current,0-30,0
L502881,C106494,2023-08-18,500.0,0.116,12,current,0-30,0
L502882,C100855,2022-11-29,500.0,0.135,36,current,0-30,0
L502883,C100455,2022-06-07,500.0,0.069,12,paid_off,0-30,0
L502884,C100988,2022-09-10,500.0,0.116,36,current,0-30,0
L502885,C100797,2022-02-10,500.0,0.141,24,current,0-30,0
L502886,C107632,31/01/2023,500.0,0.085,36,delinquent,31-60,0
L502887,C103201,2022-10-11,500.0,0.118,24,delinquent,31-60,0
L502888,C106236,2023-08-14,500.0,0.117,18,current,0-30,0
L502889,C106559,2022-09-15,500.0,0.087,36,current,0-30,0
L502890,C103582,2025-07-30,500.0,0.069,12,paid_off,0-30,0
L502891,C104393,2024-04-01,500.0,0.169,6,current,0-30,0
L502892,C107251,27/06/2023,500.0,0.155,24,current,0-30,0
L502893,,09/07/2025,500.0,0.149,24,paid_off,0-30,0
L502894,C104281,2023-12-10,500.0,0.093,18,current,0-30,0
L502895,C105151,2023-01-03,500.0,-0.023,12,current,0-30,0
L502896,C103131,2023-11-27,500.0,0.163,24,current,0-30,0
L502897,C101114,2023-05-09,500.0,0.088,18,current,0-30,0
L502898,C100700,2023-09-02,500.0,0.054,12,paid_off,0-30,0
L502899,C101361,06/03/2024,500.0,0.121,12,current,0-30,0
L502900,C102789,2024-12-16,500.0,0.11,12,current,0-30,0
L502901,C107827,2023-02-24,500.0,0.156,12,CURRENT,0-30,0
L502902,C105636,29/09/2023,500.0,0.121,12,current,0-30,0
L502903,C107253,2024-08-02,500.0,0.115,24,delinquent,31-60,0
L502904,C100521,2023-09-19,500.0,0.084,18,current,0-30,0
L502905,C102023,31/07/2022,500.0,0.084,18,current ,0-30,0
L502906,C100830,2023-07-11,500.0,0.12,12,current,0-30,0
L502907,C101001,10/05/2022,500.0,0.102,24,paid_off,0-30,0
L502908,C100174,2025-01-14,500.0,0.078,6,paid_off,0-30,0
L502909,C100344,16/10/2022,500.0,0.098,18,current,0-30,0
L502910,C106123,09/04/2022,500.0,0.107,18,paid_off,0-30,0
L502911,C103965,2024-03-20,500.0,0.146,24,paid_off,0-30,0
L502912,C101310,28/09/2024,500.0,0.138,12,current,0-30,0
L502913,C100012,2022-04-01,500.0,0.12,6,current,0-30,0
L502914,C107542,15/08/2022,500.0,0.132,12,default,>90,1
L502915,C101304,2023-03-31,500.0,0.108,18,current,0-30,0
L502916,C105069,2022-01-04,500.0,0.148,36,default,>90,1
L502917,C107661,04/05/2023,500.0,0.13,24,current,31-60,0
L502918,C103101,2024-10-14,500.0,0.148,24,paid_off,0-30,0
L502919,C100664,2024-12-02,500.0,0.115,6,default,charge-off,1
L502920,C103833,2022-04-30,500.0,0.123,12,paid_off,0-30,0
L502921,C100529,2023-10-19,500.0,0.12,24,current,31-60,0
L502922,C100997,06/09/2022,500.0,0.147,12,current,0-30,0
L502923,C102140,2024-11-23,500.0,0.102,12,delinquent,61-90,1
L502924,C105492,2023-03-19,500.0,0.105,18,paid_off,0-30,0
L502925,C100698,2025-09-29,500.0,0.122,36,paid_off ,0-30,0
L502926,C101671,2023-01-09,500.0,0.137,48,current,0-30,0
L502927,C105594,2025-07-02,500.0,0.102,36,paid_off,0-30,0
L502928,C107685,2022-08-18,500.0,0.16,12,current,0-30,0
L502929,C102139,2023-12-18,500.0,0.121,12,paid_off,0-30,0
L502930,C103908,2025-03-21,500.0,0.129,12,delinquent,61-90,1
L502931,C104398,2022-06-05,500.0,0.109,18,paid_off,0-30,0
L502932,C103718,13/07/2024,500.0,0.124,24,paid_off,0-30,0
L502933,C101239,2023-07-30,500.0,0.14,6,delinquent,61-90,1
L502934,C105854,2024-07-29,500.0,0.115,18,paid_off,0-30,0
L502935,C102241,2022-10-31,500.0,0.122,36,current,31-60,0
L502936,C106035,2022-07-15,500.0,0.063,12,current,0-30,0
L502937,C103371,2024-04-30,500.0,0.152,24,current, 0-30,0
L502938,C103398,2022-07-08,500.0,0.11,18,paid_off,0-30,0
L502939,C100531,2024-06-08,500.0,0.148,24,paid_off,0-30,0
L502940,C104198,2022-02-07,500.0,0.08,36,paid_off,0-30,0
L502941,C102127,2025-06-29,500.0,0.135,12,paid_off,0-30,0
L502942,C107221,2025-07-13,500.0,0.13,36,paid_off,0-30,0
L502943,C102225,11/04/2025,500.0,0.133,6,current,0-30,0
L502944,C101150,2023-02-25,500.0,0.094,36, current,0-30,0
L502945,C100345,2023-09-01,500.0,,6,current,0-30,0
L502946,C102126,2023-10-02,500.0,0.169,36,current,0-30,0
L502947,C105873,2024-12-12,500.0,0.163,12,paid_off,0-30,0
L502948,C104511,23/03/2022,500.0,0.072,12,current,31-60,0
L502949,C106802,26/08/2022,500.0,0.107,12,current,0-30,0
L502950,C103750,2025-03-07,500.0,0.147,24,current,0-30,0
L502951,C104854,2025-02-13,500.0,0.088,12,paid_off,0-30,0
L502952,C107170,2024-02-27,500.0,0.095,24,delinquent,31-60,0
L502953,C103923,2025-01-07,500.0,0.139,6,delinquent,61-90,1
L502954,C100356,2024-10-18,500.0,0.102,12,delinquent,31-60,0
L502955,C106854,2024-01-01,500.0,0.126,24,default,charge-off,1
L502956,C100204,20/06/2024,500.0,0.122,12,paid_off,0-30,0
L502957,C106721,2022-02-05,500.0,0.13,12,current,0-30,0
L502958,C101270,2022-08-15,500.0,0.132,12,delinquent,61-90,1
L502959,C102631,2022-12-24,500.0,0.077,24, paid_off,0-30,0
L502960,C104223,2022-07-09,500.0,0.155,18,default,charge-off,1
L502961,C105708,2023-02-09,500.0,0.14,12,current,0-30,0
L502962,C106933,2024-06-09,500.0,0.102,24,paid_off,0-30,0
L502963,C105436,16/07/2024,500.0,0.192,12,paid_off,0-30,0
L502964,C107988,2025-09-28,500.0,0.117,12,current ,31-60,0
L502965,C106828,2023-07-27,500.0,0.148,24,current,0-30,0
L502966,C103767,2022-05-30,500.0,0.09,24,default,>90,1
L502967,C100181,2024-12-28,500.0,0.097,6,paid_off,0-30,0
L502968,C102065,2023-12-18,500.0,0.098,36,current,0-30,0
L502969,C107501,2024-01-09,500.0,0.107,6,current,0-30,0
L502970,C101888,10/07/2023,500.0,0.113,18,current,0-30,0
L502971,C105677,2024-12-11,500.0,0.07,24,paid_off,0-30,0
L502972,C101616,2023-08-25,500.0,0.161,36,current,0-30,0
L502973,C102046,2023-08-04,500.0,0.074,24,current,0-30,0
L502974,C107955,2024-01-06,500.0,0.128,36,default,>90,1
L502975,C102824,2025-01-18,500.0,0.107,36,current,0-30,0
L502976,C100215,14/02/2022,500.0,0.152,18,current,0-30,0
L502977,C101398,2022-07-14,500.0,,6,paid_off,0-30,0
L502978,C102879,2023-01-06,500.0,0.098,36,current,0-30,0
L502979,C105434,2022-05-10,500.0,0.144,36,current,0-30,0
L502980,C105454,2023-09-10,500.0,0.13,12,current,0-30,0
L502981,C105907,2022-09-02,500.0,0.061,18,current,0-30,0
L502982,C102678,2024-04-19,500.0,0.133,48,current,31-60,0
L502983,C107482,2022-12-10,500.0,0.102,12,paid_off,0-30,0
L502984,C106370,2024-11-13,500.0,0.162,18,paid_off,0-30,0
L502985,C100265,17/10/2022,500.0,0.163,48,current,0-30,0
L502986,C105445,2024-08-24,500.0,0.116,24,paid_off,0-30,0
L502987,C103836,2024-04-09,500.0,0.092,12,default,>90,1
L502988,C101179,2024-10-16,500.0,0.129,12,delinquent,61-90,1
L502989,C105289,2022-12-21,500.0,0.096,12,default,>90,1
L502990,C104534,2022-06-16,500.0,0.132,12,current,0-30,0
L502991,C105074,21/12/2024,500.0,0.078,12,PAID_OFF,0-30,0
L502992,C101828,29/09/2022,500.0,0.145,12,delinquent,31-60,0
L502993,C102436,2025-08-10,500.0,0.127,24,paid_off,0-30,0
L502994,C102473,2023-01-17,500.0,0.117,24,current,0-30,0
L502995,C104946,2023-06-09,500.0,0.118,12,current,0-30,0
L502996,C101023,2025-04-18,500.0,0.149,12,current,0-30,0
L502997,C107770,2024-05-06,500.0,0.112,12,paid_off,0-30,0
L502998,C104280,2024-11-26,500.0,0.113,12,delinquent,61-90,1
L502999,C104858,2023-07-09,500.0,0.133,24,current,0-30,0
L503000,C105222,2022-07-31,500.0,0.134,18,current,0-30,0
L503001,C101902,04/04/2025,500.0,0.128,12,current,0-30 ,0
L503002,C107213,2025-03-26,500.0,0.162,12,paid_off,0-30,0
L503003,C101130,2022-03-17,500.0,0.133,12,current,0-30,0
L503004,C103303,2025-09-03,500.0,0.121,24,PAID_OFF,0-30,0
L503005,C104145,2024-04-22,500.0,0.105,36,current,0-30,0
L503006,C100944,2024-10-25,193773.26,0.163,36,paid_off,0-30,0
L503007,C103843,2022-04-16,500.0,0.134,36,current,0-30,0
L503008,C100675,2022-04-18,500.0,0.066,6,current,0-30,0
L503009,C104584,2024-07-11,500.0,0.155,36,paid_off ,0-30,0
L503010,C100453,2023-12-19,500.0,0.139,24,current,0-30,0
L503011,C107399,2024-08-11,500.0,0.112,6,current,0-30,0
L503012,C100721,2024-01-09,500.0,0.128,18,delinquent ,61-90,1
L503013,C107970,2025-06-05,500.0,0.105,36,paid_off,0-30,0
L503014,C104871,2023-06-11,500.0,0.131,12,current,0-30,0
L503015,C103252,2022-02-05,500.0,0.147,18,paid_off,0-30,0
L503016,C100196,2024-02-01,500.0,0.123,12,paid_off,0-30,0
L503017,C103180,2025-04-04,500.0,0.09,18,current,0-30,0
L503018,C101482,2023-05-11,500.0,0.082,36,current,0-30,0
L503019,C105298,2024-05-04,500.0,0.088,6,paid_off,0-30,0
L503020,C104023,19/04/2025,500.0,0.083,18,current,0-30,0
L503021,C105351,2022-01-30,500.0,0.115,18,paid_off,0-30,0
L503022,C104237,28/02/2024,500.0,0.118,48,paid_off,0-30,0
L503023,C104254,2023-07-26,500.0,0.133,6,current,31-60,0
L503024,C105204,2024-07-28,500.0,0.145,36,current,0-30,0
L503025,C100237,30/11/2024,500.0,0.094,12,paid_off,0-30,0
L503026,C103342,2024-07-12,500.0,0.146,6,paid_off,0-30,0
L503027,C100081,2024-01-23,500.0,0.139,24,current,0-30,0
L503028,C101527,2025-06-20,500.0,0.078,36,paid_off ,0-30,0
L503029,C104436,2023-01-01,500.0,0.111,12,paid_off,0-30,0
L503030,C103872,2023-07-25,500.0,0.104,36,paid_off,0-30,0
L503031,C106099,2025-07-06,500.0,0.13,36,current,0-30,0
L503032,C107580,2024-05-18,500.0,0.128,24,paid_off ,0-30,0
L503033,C105178,20/03/2024,500.0,0.134,12,delinquent,31-60,0
L503034,C101348,2025-07-25,500.0,0.135,18,paid_off ,0-30,0
L503035,C106600,2024-11-03,500.0,0.136,12,paid_off,0-30,0
L503036,C106691,05/08/2022,500.0,0.144,48,delinquent,31-60,0
L503037,C106896,30/12/2024,500.0,0.098,12,current,0-30,0
L503038,C107063,2023-03-08,500.0,0.117,12,current,31-60,0
L503039,C100348,2024-09-21,500.0,0.223,12,current,31-60,0
L503040,C105416,2023-04-03,500.0,0.121,6,current,0-30,0
L503041,C107281,28/09/2024,500.0,0.12,24,current,31-60,0
L503042,C106069,2022-06-18,500.0,0.113,12,current,0-30,0
L503043,C103035,2023-11-07,500.0,0.151,12,paid_off,0-30,0
L503044,C102182,2024-01-15,500.0,0.08,6,current,0-30,0
L503045,C105774,2025-03-04,500.0,0.163,18,current,0-30,0
L503046,C102750,2022-07-26,500.0,0.122,24,current,0-30,0
L503047,C105075,05/07/2024,500.0,0.071,12,current,31-60,0
L503048,C102963,2024-09-23,500.0,0.144,24,current,0-30,0
L503049,C107394,2024-02-21,500.0,0.091,12, current,0-30,0
L503050,C102285,05/12/2024,500.0,0.127,24,paid_off,0-30,0
L503051,C102080,2022-04-16,500.0,0.136,6,current,0-30,0
L503052,C103837,2022-12-19,500.0,0.149,18,current,0-30,0
L503053,C105507,2025-02-03,500.0,0.048,24,current,0-30,0
L503054,C105409,2025-03-10,500.0,0.143,36,current,0-30,0
L503055,C105402,2025-09-28,500.0,0.115,36,current,0-30,0
L503056,C104914,2024-08-19,500.0,0.085,18,current,0-30,0
L503057,C104784,2023-02-23,500.0,0.163,6,current,0-30,0
L503058,C105819,2022-03-01,500.0,0.082,6,current,0-30,0
L503059,C103085,2023-06-04,500.0,0.099,12,delinquent,31-60,0
L503060,C101244,2022-12-20,500.0,0.203,24,current,0-30,0
L503061,C102207,2023-07-02,500.0,0.127,36,delinquent,31-60,0
L503062,C100319,2023-12-20,500.0,0.122,12,paid_off,0-30,0
L503063,C107441,2022-10-10,500.0,0.088,48,delinquent,61-90,1
L503064,C104195,16/07/2022,500.0,0.159,12,current,0-30,0
L503065,C103497,2023-05-17,500.0,0.133,12,current,0-30,0
L503066,C100900,2023-11-29,500.0,0.068,6,current,0-30,0
L503067,C106298,2025-05-25,500.0,0.083,36,current,0-30,0
L503068,C101785,2023-03-23,500.0,0.131,48,paid_off,0-30,0
L503069,C104383,2022-08-13,500.0,0.122,6,current,0-30,0
L503070,C104048,2022-11-07,500.0,0.096,24,current,0-30,0
L503071,C104638,2023-08-31,500.0,0.155,12,paid_off,0-30,0
L503072,C103710,2023-11-22,500.0,0.085,12,delinquent,31-60,0
L503073,C105683,2023-07-21,500.0,0.093,12,current,0-30,0
L503074,C102011,2025-05-31,500.0,0.105,36,current,0-30,0
L503075,C103536,2025-04-27,500.0,0.1,12, paid_off,0-30,0
L503076,C106651,2024-12-10,500.0,0.138,12,paid_off,0-30,0
L503077,C107385,2025-06-06,500.0,0.151,24, current,0-30,0
L503078,C103657,2025-01-18,500.0,0.12,24,current,0-30,0
L503079,C105927,2024-02-26,500.0,0.109,36,current,0-30,0
L503080,C105936,2025-09-19,500.0,0.13,36,paid_off,0-30,0
L503081,C102649,16/10/2024,500.0,0.1,18,default,charge-off,1
L503082,C104573,31/01/2022,500.0,0.094,12,delinquent,31-60,0
L503083,C103794,2023-07-05,500.0,0.087,48,current,0-30,0
L503084,C102752,2023-05-12,500.0,0.133,12,current,0-30,0
L503085,C104024,2022-09-19,500.0,0.13,24,paid_off,0-30 ,0
L503086,C100055,24/02/2022,500.0,0.169,18,paid_off,0-30,0
L503087,C101799,2024-10-04,500.0,0.05,18,paid_off,0-30,0
L503088,C106050,2024-11-25,500.0,0.086,12,current,0-30,0
L503089,C107465,2025-08-17,500.0,0.078,12,current,0-30,0
L503090,C107069,2023-01-31,500.0,0.111,24,current,0-30,0
L503091,C105323,2025-02-20,500.0,0.105,12,paid_off,0-30,0
L503092,C100129,2025-01-07,500.0,0.167,6,paid_off,0-30,0
L503093,C106045,2025-05-21,500.0,0.067,36,current,0-30,0
L503094,C100066,2022-05-30,500.0,0.148,48,current,31-60,0
L503095,C102964,2025-06-15,500.0,0.113,36,current,0-30,0
L503096,C101452,2024-06-22,500.0,0.124,12,current,0-30,0
L503097,C102348,2025-05-07,500.0,0.104,12,current,0-30,0
L503098,C106189,2023-12-08,500.0,,12,paid_off,0-30,0
